,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,quality
828,7.8,0.57,0.09,0.065,45.0,0.99417,0.74,high
829,5.9,0.61,0.08,0.071,24.0,0.99376,0.77,low
830,7.5,0.685,0.07,0.058,9.0,0.99632,0.55,low
831,5.9,0.61,0.08,0.071,24.0,0.99376,0.77,low
832,10.4,0.44,0.42,0.145,48.0,0.99832,0.86,low
833,11.6,0.47,0.44,0.147,51.0,0.99836,0.86,low
834,8.8,0.685,0.26,0.08800000000000001,23.0,0.99694,0.47,low
835,7.6,0.665,0.1,0.066,55.0,0.99655,0.51,low
836,6.7,0.28,0.28,0.012,100.0,0.99064,0.39,high
837,6.7,0.28,0.28,0.012,100.0,0.99064,0.39,high
838,10.1,0.31,0.35,0.075,28.0,0.99672,0.83,high
839,6.0,0.5,0.04,0.092,26.0,0.99647,0.47,low
840,11.1,0.42,0.47,0.085,34.0,0.99736,0.77,high
841,6.6,0.66,0.0,0.115,31.0,0.99629,0.63,low
842,10.6,0.5,0.45,0.119,68.0,0.99708,0.72,low
843,7.1,0.685,0.35,0.08800000000000001,92.0,0.9963,0.62,low
844,9.9,0.25,0.46,0.062,42.0,0.9959,0.83,low
845,6.4,0.64,0.21,0.081,31.0,0.99689,0.66,low
846,6.4,0.64,0.21,0.081,31.0,0.99689,0.66,low
847,7.4,0.68,0.16,0.078,39.0,0.9977,0.7,low
848,6.4,0.64,0.21,0.081,31.0,0.99689,0.66,low
849,6.4,0.63,0.21,0.08,32.0,0.99689,0.66,low
850,9.3,0.43,0.44,0.085,22.0,0.99708,0.55,low
851,9.3,0.43,0.44,0.085,22.0,0.99708,0.55,low
852,8.0,0.42,0.32,0.08,122.0,0.99801,1.07,low
853,9.3,0.36,0.39,0.08,55.0,0.99652,0.73,low
854,9.3,0.36,0.39,0.08,55.0,0.99652,0.73,low
855,7.6,0.735,0.02,0.071,14.0,0.99538,0.71,high
856,9.3,0.36,0.39,0.08,55.0,0.99652,0.73,low
857,8.2,0.26,0.34,0.073,47.0,0.99594,0.78,high
858,11.7,0.28,0.47,0.054000000000000006,32.0,0.99686,0.67,high
859,6.8,0.56,0.22,0.07400000000000001,24.0,0.99438,0.82,low
860,7.2,0.62,0.06,0.077,85.0,0.99746,0.54,low
861,5.8,1.01,0.66,0.039,88.0,0.99357,0.6,low
862,7.5,0.42,0.32,0.067,25.0,0.99628,0.44,low
863,7.2,0.62,0.06,0.078,84.0,0.99746,0.53,low
864,7.2,0.62,0.06,0.077,85.0,0.99746,0.54,low
865,7.2,0.635,0.07,0.077,86.0,0.99748,0.54,low
866,6.8,0.49,0.22,0.071,24.0,0.99438,0.83,low
867,6.9,0.51,0.23,0.07200000000000001,22.0,0.99438,0.84,low
868,6.8,0.56,0.22,0.07400000000000001,24.0,0.99438,0.82,low
869,7.6,0.63,0.03,0.08,43.0,0.99578,0.64,low
870,7.7,0.715,0.01,0.064,43.0,0.99371,0.57,low
871,6.9,0.56,0.03,0.086,46.0,0.99522,0.57,low
872,7.3,0.35,0.24,0.067,48.0,0.99576,0.54,low
873,9.1,0.21,0.37,0.067,10.0,0.99552,0.58,high
874,10.4,0.38,0.46,0.104,10.0,0.99664,0.65,high
875,8.8,0.31,0.4,0.109,16.0,0.99614,0.79,high
876,7.1,0.47,0.0,0.067,14.0,0.99517,0.58,low
877,7.7,0.715,0.01,0.064,43.0,0.99371,0.57,low
878,8.8,0.61,0.19,0.094,69.0,0.99787,0.5,low
879,7.2,0.6,0.04,0.076,88.0,0.99745,0.55,low
880,9.2,0.56,0.18,0.078,21.0,0.99576,0.49,low
881,7.6,0.715,0.0,0.068,35.0,0.99533,0.65,low
882,8.4,0.31,0.29,0.194,26.0,0.99536,0.78,low
883,7.2,0.6,0.04,0.076,88.0,0.99745,0.55,low
884,8.8,0.61,0.19,0.094,69.0,0.99787,0.5,low
885,8.9,0.75,0.14,0.086,30.0,0.99824,0.64,low
886,9.0,0.8,0.12,0.083,28.0,0.99836,0.65,low
887,10.7,0.52,0.38,0.066,56.0,0.99577,0.79,high
888,6.8,0.57,0.0,0.07200000000000001,64.0,0.99491,0.56,low
889,10.7,0.9,0.34,0.112,99.0,1.00289,0.68,low
890,7.2,0.34,0.24,0.071,52.0,0.99576,0.58,low
891,7.2,0.66,0.03,0.078,86.0,0.99743,0.57,low
892,10.1,0.45,0.23,0.08199999999999999,18.0,0.99774,0.65,low
893,7.2,0.66,0.03,0.078,86.0,0.99743,0.57,low
894,7.2,0.63,0.03,0.08,88.0,0.99745,0.58,low
895,7.1,0.59,0.01,0.08,43.0,0.9955,0.58,low
896,8.3,0.31,0.39,0.078,43.0,0.99444,0.77,high
897,7.1,0.59,0.01,0.08,43.0,0.9955,0.58,low
898,8.3,0.31,0.39,0.078,43.0,0.99444,0.77,high
899,8.3,1.02,0.02,0.084,11.0,0.99892,0.49,low
900,8.9,0.31,0.36,0.056,39.0,0.99562,0.69,low
901,7.4,0.635,0.1,0.08,33.0,0.99736,0.69,high
902,7.4,0.635,0.1,0.08,33.0,0.99736,0.69,high
903,6.8,0.59,0.06,0.06,18.0,0.9962,0.59,high
904,6.8,0.59,0.06,0.06,18.0,0.9962,0.59,high
905,9.2,0.58,0.2,0.081,115.0,0.998,0.59,low
906,7.2,0.54,0.27,0.084,78.0,0.9964,0.71,low
907,6.1,0.56,0.0,0.079,9.0,0.9948,0.54,low
908,7.4,0.52,0.13,0.078,61.0,0.99528,0.59,low
909,7.3,0.305,0.39,0.059,11.0,0.99331,0.52,low
910,9.3,0.38,0.48,0.132,11.0,0.99577,0.57,low
911,9.1,0.28,0.46,0.114,9.0,0.99901,0.6,low
912,10.0,0.46,0.44,0.065,8.0,0.99674,0.62,low
913,9.4,0.395,0.46,0.094,10.0,0.99639,0.64,high
914,7.3,0.305,0.39,0.059,11.0,0.99331,0.52,low
915,8.6,0.315,0.4,0.079,6.0,0.99512,0.67,low
916,5.3,0.715,0.19,0.161,62.0,0.99395,0.61,low
917,6.8,0.41,0.31,0.084,45.0,0.99824,0.64,low
918,8.4,0.36,0.32,0.081,79.0,0.9964,0.72,low
919,8.4,0.62,0.12,0.07200000000000001,46.0,0.99504,0.89,low
920,9.6,0.41,0.37,0.091,23.0,0.99786,0.56,low
921,8.4,0.36,0.32,0.081,79.0,0.9964,0.72,low
922,8.4,0.62,0.12,0.07200000000000001,46.0,0.99504,0.89,low
923,6.8,0.41,0.31,0.084,45.0,0.99824,0.64,low
924,8.6,0.47,0.27,0.055,28.0,0.99516,0.8,low
925,8.6,0.22,0.36,0.064,77.0,0.99604,0.87,high
926,9.4,0.24,0.33,0.061,73.0,0.99786,0.9,low
927,8.4,0.67,0.19,0.093,75.0,0.99736,0.59,low
928,8.6,0.47,0.27,0.055,28.0,0.99516,0.8,low
929,8.7,0.33,0.38,0.063,19.0,0.99468,0.73,high
930,6.6,0.61,0.01,0.08,25.0,0.99746,0.73,low
931,7.4,0.61,0.01,0.07400000000000001,38.0,0.99748,0.65,low
932,7.6,0.4,0.29,0.078,66.0,0.9971,0.59,low
933,7.4,0.61,0.01,0.07400000000000001,38.0,0.99748,0.65,low
934,6.6,0.61,0.01,0.08,25.0,0.99746,0.73,low
935,8.8,0.3,0.38,0.06,72.0,0.99543,0.72,low
936,8.8,0.3,0.38,0.06,72.0,0.99543,0.72,low
937,12.0,0.63,0.5,0.071,26.0,0.99791,0.6,low
938,7.2,0.38,0.38,0.068,42.0,0.99356,0.72,high
939,6.2,0.46,0.17,0.073,11.0,0.99425,0.54,low
940,9.6,0.33,0.52,0.07400000000000001,25.0,0.99509,0.76,high
941,9.9,0.27,0.49,0.08199999999999999,17.0,0.99484,0.52,high
942,10.1,0.43,0.4,0.092,52.0,0.99834,0.64,high
943,9.8,0.5,0.34,0.094,45.0,0.99864,0.6,high
944,8.3,0.3,0.49,0.09,24.0,0.99498,0.64,high
945,10.2,0.44,0.42,0.071,20.0,0.99566,0.79,high
946,10.2,0.44,0.58,0.092,24.0,0.99745,0.99,high
947,8.3,0.28,0.48,0.093,12.0,0.99408,0.62,high
948,8.9,0.12,0.45,0.075,21.0,0.99552,0.76,high
949,8.9,0.12,0.45,0.075,21.0,0.99552,0.76,high
950,8.9,0.12,0.45,0.075,21.0,0.99552,0.76,high
951,8.3,0.28,0.48,0.093,12.0,0.99408,0.62,high
952,8.2,0.31,0.4,0.058,10.0,0.99536,0.68,high
953,10.2,0.34,0.48,0.052000000000000005,9.0,0.99458,0.69,high
954,7.6,0.43,0.4,0.08199999999999999,11.0,0.99538,0.54,low
955,8.5,0.21,0.52,0.09,23.0,0.99648,0.67,low
956,9.0,0.36,0.52,0.111,10.0,0.99568,0.62,low
957,9.5,0.37,0.52,0.08800000000000001,51.0,0.99613,0.58,low
958,6.4,0.57,0.12,0.12,36.0,0.99519,0.71,high
959,8.0,0.59,0.05,0.08900000000000001,32.0,0.99735,0.61,low
960,8.5,0.47,0.27,0.058,38.0,0.99518,0.85,low
961,7.1,0.56,0.14,0.078,18.0,0.99592,0.62,low
962,6.6,0.57,0.02,0.115,16.0,0.99654,0.69,low
963,8.8,0.27,0.39,0.1,27.0,0.99546,0.69,low
964,8.5,0.47,0.27,0.058,38.0,0.99518,0.85,low
965,8.3,0.34,0.4,0.065,48.0,0.99554,0.86,low
966,9.0,0.38,0.41,0.103,10.0,0.99604,0.58,high
967,8.5,0.66,0.2,0.097,113.0,0.99733,0.48,low
968,9.0,0.4,0.43,0.068,46.0,0.9943,0.6,low
969,6.7,0.56,0.09,0.079,22.0,0.99669,0.61,low
970,10.4,0.26,0.48,0.066,10.0,0.99724,0.87,low
971,10.4,0.26,0.48,0.066,10.0,0.99724,0.87,low
972,10.1,0.38,0.5,0.104,13.0,0.99643,0.65,high
973,8.5,0.34,0.44,0.079,12.0,0.99605,0.63,low
974,8.8,0.33,0.41,0.073,13.0,0.99658,0.62,high
975,7.2,0.41,0.3,0.083,72.0,0.997,0.52,low
976,7.2,0.41,0.3,0.083,72.0,0.997,0.52,low
977,8.4,0.59,0.29,0.109,119.0,0.99801,0.5,low
978,7.0,0.4,0.32,0.061,29.0,0.99416,0.49,high
979,12.2,0.45,0.49,0.075,6.0,0.9969,0.63,low
980,9.1,0.5,0.3,0.065,17.0,0.99774,0.71,low
981,9.5,0.86,0.26,0.079,28.0,0.99712,0.62,low
982,7.3,0.52,0.32,0.07,70.0,0.99418,0.82,low
983,9.1,0.5,0.3,0.065,17.0,0.99774,0.71,low
984,12.2,0.45,0.49,0.075,6.0,0.9969,0.63,low
985,7.4,0.58,0.0,0.064,11.0,0.99562,0.58,low
986,9.8,0.34,0.39,0.066,7.0,0.9947,0.55,high
987,7.1,0.36,0.3,0.08,70.0,0.99693,0.5,low
988,7.7,0.39,0.12,0.097,27.0,0.99596,0.49,low
989,9.7,0.295,0.4,0.073,21.0,0.99556,0.51,low
990,7.7,0.39,0.12,0.097,27.0,0.99596,0.49,low
991,7.1,0.34,0.28,0.08199999999999999,68.0,0.99694,0.48,low
992,6.5,0.4,0.1,0.076,47.0,0.99554,0.48,low
993,7.1,0.34,0.28,0.08199999999999999,68.0,0.99694,0.48,low
994,10.0,0.35,0.45,0.092,88.0,0.99918,0.43,low
995,7.7,0.6,0.06,0.079,41.0,0.99697,0.62,low
996,5.6,0.66,0.0,0.087,11.0,0.99378,0.63,high
997,5.6,0.66,0.0,0.087,11.0,0.99378,0.63,high
998,8.9,0.84,0.34,0.05,10.0,0.99554,0.48,low
999,6.4,0.69,0.0,0.055,12.0,0.99162,0.53,low
1000,7.5,0.43,0.3,0.062,12.0,0.99495,0.72,high
1001,9.9,0.35,0.38,0.058,47.0,0.99676,0.82,high
1002,9.1,0.29,0.33,0.063,27.0,0.99516,0.84,high
1003,6.8,0.36,0.32,0.067,8.0,0.9928,0.55,high
1004,8.2,0.43,0.29,0.081,45.0,0.99603,0.54,low
1005,6.8,0.36,0.32,0.067,8.0,0.9928,0.55,high
1006,9.1,0.29,0.33,0.063,27.0,0.99516,0.84,high
1007,9.1,0.3,0.34,0.064,25.0,0.99516,0.84,high
1008,8.9,0.35,0.4,0.11,24.0,0.99549,0.7,high
1009,9.6,0.5,0.36,0.116,55.0,0.99722,0.68,low
1010,8.9,0.28,0.45,0.067,12.0,0.99354,0.55,high
1011,8.9,0.32,0.31,0.08800000000000001,19.0,0.9957,0.55,low
1012,7.7,1.005,0.15,0.102,32.0,0.99604,0.48,low
1013,7.5,0.71,0.0,0.092,31.0,0.99635,0.58,low
1014,8.0,0.58,0.16,0.12,7.0,0.99454,0.58,low
1015,10.5,0.39,0.46,0.075,27.0,0.99598,0.84,low
1016,8.9,0.38,0.4,0.068,28.0,0.99486,0.75,high
1017,8.0,0.18,0.37,0.049,109.0,0.99007,0.44,low
1018,8.0,0.18,0.37,0.049,109.0,0.99007,0.44,low
1019,7.0,0.5,0.14,0.078,23.0,0.99636,0.61,low
1020,11.3,0.36,0.66,0.123,8.0,0.99642,0.53,low
1021,11.3,0.36,0.66,0.123,8.0,0.99642,0.53,low
1022,7.0,0.51,0.09,0.062,9.0,0.99584,0.54,low
1023,8.2,0.32,0.42,0.098,9.0,0.99506,0.55,low
1024,7.7,0.58,0.01,0.08800000000000001,18.0,0.99568,0.56,high
1025,8.6,0.83,0.0,0.095,43.0,0.99822,0.6,low
1026,7.9,0.31,0.32,0.066,36.0,0.99364,0.56,low
1027,6.4,0.795,0.0,0.065,52.0,0.99378,0.52,low
1028,7.2,0.34,0.21,0.075,68.0,0.99586,0.54,low
1029,7.7,0.58,0.01,0.08800000000000001,18.0,0.99568,0.56,high
1030,7.1,0.59,0.0,0.091,14.0,0.99488,0.55,high
1031,7.3,0.55,0.01,0.093,15.0,0.99514,0.58,high
1032,8.1,0.82,0.0,0.095,14.0,0.99854,0.53,low
1033,7.5,0.57,0.08,0.08900000000000001,27.0,0.99592,0.59,low
1034,8.9,0.745,0.18,0.077,48.0,0.99739,0.47,low
1035,10.1,0.37,0.34,0.085,17.0,0.99683,0.65,high
1036,7.6,0.31,0.34,0.08199999999999999,35.0,0.99356,0.59,high
1037,7.3,0.91,0.1,0.07400000000000001,56.0,0.99672,0.56,low
1038,8.7,0.41,0.41,0.078,42.0,0.9953,0.77,high
1039,8.9,0.5,0.21,0.08800000000000001,39.0,0.99692,0.83,low
1040,7.4,0.965,0.0,0.08800000000000001,32.0,0.99756,0.67,low
1041,6.9,0.49,0.19,0.079,26.0,0.99547,0.64,low
1042,8.9,0.5,0.21,0.08800000000000001,39.0,0.99692,0.83,low
1043,9.5,0.39,0.41,0.069,39.0,0.99859,0.81,high
1044,6.4,0.39,0.33,0.046,53.0,0.99294,0.62,low
1045,6.9,0.44,0.0,0.07,38.0,0.99438,0.58,low
1046,7.6,0.78,0.0,0.076,45.0,0.99612,0.62,low
1047,7.1,0.43,0.17,0.08199999999999999,51.0,0.99634,0.64,low
1048,9.3,0.49,0.36,0.081,14.0,0.99702,0.78,low
1049,9.3,0.5,0.36,0.084,17.0,0.99704,0.77,low
1050,7.1,0.43,0.17,0.08199999999999999,51.0,0.99634,0.64,low
1051,8.5,0.46,0.59,0.414,45.0,0.99702,1.34,low
1052,5.6,0.605,0.05,0.073,25.0,0.99258,0.55,low
1053,8.3,0.33,0.42,0.07,20.0,0.99426,0.77,high
1054,8.2,0.64,0.27,0.095,77.0,0.99747,0.62,low
1055,8.2,0.64,0.27,0.095,77.0,0.99747,0.62,low
1056,8.9,0.48,0.53,0.101,10.0,0.99586,0.59,high
1057,7.6,0.42,0.25,0.104,90.0,0.99784,0.57,low
1058,9.9,0.53,0.57,0.093,52.0,0.9971,0.76,high
1059,8.9,0.48,0.53,0.101,10.0,0.99586,0.59,high
1060,11.6,0.23,0.57,0.07400000000000001,8.0,0.9981,0.7,low
1061,9.1,0.4,0.5,0.071,16.0,0.99462,0.69,high
1062,8.0,0.38,0.44,0.098,15.0,0.9956,0.64,low
1063,10.2,0.29,0.65,0.075,17.0,0.99565,0.63,low
1064,8.2,0.74,0.09,0.067,10.0,0.99418,0.57,low
1065,7.7,0.61,0.18,0.083,20.0,0.9963,0.6,low
1066,6.6,0.52,0.08,0.07,26.0,0.99358,0.72,high
1067,11.1,0.31,0.53,0.06,10.0,0.99572,0.83,high
1068,11.1,0.31,0.53,0.06,10.0,0.99572,0.83,high
1069,8.0,0.62,0.35,0.086,52.0,0.997,0.62,low
1070,9.3,0.33,0.45,0.057,37.0,0.99498,0.89,high
1071,7.5,0.77,0.2,0.098,92.0,0.99892,0.58,low
1072,7.2,0.35,0.26,0.083,75.0,0.9968,0.58,low
1073,8.0,0.62,0.33,0.08800000000000001,37.0,0.9972,0.58,low
1074,7.5,0.77,0.2,0.098,92.0,0.99892,0.58,low
1075,9.1,0.25,0.34,0.071,67.0,0.99769,0.86,high
1076,9.9,0.32,0.56,0.073,8.0,0.99534,0.73,low
1077,8.6,0.37,0.65,0.08,8.0,0.99817,0.58,low
1078,8.6,0.37,0.65,0.08,8.0,0.99817,0.58,low
1079,7.9,0.3,0.68,0.05,278.0,0.99316,0.51,high
1080,10.3,0.27,0.56,0.047,8.0,0.99471,0.51,low
1081,7.9,0.3,0.68,0.05,289.0,0.99316,0.51,high
1082,7.2,0.38,0.3,0.073,70.0,0.99685,0.59,low
1083,8.7,0.42,0.45,0.07200000000000001,59.0,0.99617,0.77,low
1084,7.2,0.38,0.3,0.073,70.0,0.99685,0.59,low
1085,6.8,0.48,0.08,0.07400000000000001,64.0,0.99529,0.49,low
1086,8.5,0.34,0.4,0.055,9.0,0.99738,0.66,high
1087,7.9,0.19,0.42,0.057,30.0,0.994,0.69,low
1088,11.6,0.41,0.54,0.095,41.0,0.99735,0.76,high
1089,11.6,0.41,0.54,0.095,41.0,0.99735,0.76,high
1090,10.0,0.26,0.54,0.083,74.0,0.99451,0.63,high
1091,7.9,0.34,0.42,0.086,19.0,0.99546,0.6,low
1092,7.0,0.54,0.09,0.081,16.0,0.99479,0.59,low
1093,9.2,0.31,0.36,0.079,31.0,0.99615,0.86,high
1094,6.6,0.725,0.09,0.117,17.0,0.99655,0.49,low
1095,9.4,0.4,0.47,0.087,20.0,0.99772,0.5,low
1096,6.6,0.725,0.09,0.117,17.0,0.99655,0.49,low
1097,8.6,0.52,0.38,0.096,18.0,0.99666,0.52,low
1098,8.0,0.31,0.45,0.21600000000000005,16.0,0.99358,0.81,high
1099,8.6,0.52,0.38,0.096,18.0,0.99666,0.52,low
1100,8.4,0.34,0.42,0.07200000000000001,36.0,0.99392,0.78,low
1101,7.4,0.49,0.27,0.071,25.0,0.99388,0.63,low
1102,6.1,0.48,0.09,0.078,30.0,0.99402,0.54,low
1103,7.4,0.49,0.27,0.071,25.0,0.99388,0.63,low
1104,8.0,0.48,0.34,0.073,25.0,0.9936,0.66,low
1105,6.3,0.57,0.28,0.048,49.0,0.99374,0.6,low
1106,8.2,0.23,0.42,0.069,17.0,0.99376,0.54,low
1107,9.1,0.3,0.41,0.068,24.0,0.99523,0.85,high
1108,8.1,0.78,0.1,0.09,13.0,0.99855,0.49,low
1109,10.8,0.47,0.43,0.171,66.0,0.9982,0.76,low
1110,8.3,0.53,0.0,0.07,14.0,0.99593,0.64,low
1111,5.4,0.42,0.27,0.092,55.0,0.99471,0.64,high
1112,7.9,0.33,0.41,0.056,35.0,0.99396,0.71,low
1113,8.9,0.24,0.39,0.07400000000000001,10.0,0.99698,0.59,low
1114,5.0,0.4,0.5,0.046,80.0,0.9902,0.66,low
1115,7.0,0.69,0.07,0.091,21.0,0.99572,0.6,low
1116,7.0,0.69,0.07,0.091,21.0,0.99572,0.6,low
1117,7.0,0.69,0.07,0.091,21.0,0.99572,0.6,low
1118,7.1,0.39,0.12,0.065,24.0,0.99252,0.53,low
1119,5.6,0.66,0.0,0.066,15.0,0.99256,0.58,low
1120,7.9,0.54,0.34,0.076,17.0,0.99235,0.72,high
1121,6.6,0.5,0.0,0.062,28.0,0.99352,0.55,low
1122,6.3,0.47,0.0,0.055,33.0,0.9922,0.48,low
1123,10.7,0.4,0.37,0.081,29.0,0.99674,0.65,low
1124,6.5,0.58,0.0,0.096,13.0,0.99557,0.62,low
1125,8.8,0.24,0.35,0.055,27.0,0.99394,0.59,high
1126,5.8,0.29,0.26,0.063,11.0,0.9915,0.54,low
1127,6.3,0.76,0.0,0.07200000000000001,52.0,0.99379,0.6,low
1128,10.0,0.43,0.33,0.095,89.0,0.9984,0.68,low
1129,10.5,0.43,0.35,0.092,70.0,0.99798,0.69,low
1130,9.1,0.6,0.0,0.058,10.0,0.9977,0.63,low
1131,5.9,0.19,0.21,0.045,135.0,0.99341,0.44,low
1132,7.4,0.36,0.34,0.075,38.0,0.9933,0.88,high
1133,7.2,0.48,0.07,0.08900000000000001,18.0,0.99684,0.68,high
1134,8.5,0.28,0.35,0.061,15.0,0.99524,0.74,high
1135,8.0,0.25,0.43,0.067,50.0,0.9946,0.6,low
1136,10.4,0.52,0.45,0.08,13.0,0.99774,0.76,low
1137,10.4,0.52,0.45,0.08,13.0,0.99774,0.76,low
1138,7.5,0.41,0.15,0.104,94.0,0.99786,0.58,low
1139,8.2,0.51,0.24,0.079,86.0,0.99764,0.64,low
1140,7.3,0.4,0.3,0.08,79.0,0.9969,0.65,low
1141,8.2,0.38,0.32,0.08,71.0,0.99624,0.85,low
1142,6.9,0.45,0.11,0.043,12.0,0.99354,0.65,low
1143,7.0,0.22,0.3,0.065,20.0,0.99672,0.82,low
1144,7.3,0.32,0.23,0.066,70.0,0.99588,0.62,low
1145,8.2,0.2,0.43,0.076,51.0,0.99672,0.81,low
1146,7.8,0.5,0.12,0.17800000000000002,21.0,0.996,0.87,low
1147,10.0,0.41,0.45,0.071,14.0,0.99702,0.49,high
1148,7.8,0.39,0.42,0.086,21.0,0.99526,0.66,low
1149,10.0,0.35,0.47,0.061,11.0,0.99585,0.52,low
1150,8.2,0.33,0.32,0.067,12.0,0.99473,0.76,high
1151,6.1,0.58,0.23,0.044,70.0,0.99352,0.65,low
1152,8.3,0.6,0.25,0.118,38.0,0.99616,0.53,low
1153,9.6,0.42,0.35,0.083,38.0,0.99622,0.66,low
1154,6.6,0.58,0.0,0.1,63.0,0.99544,0.68,low
1155,8.3,0.6,0.25,0.118,38.0,0.99616,0.53,low
1156,8.5,0.18,0.51,0.071,88.0,0.99524,0.76,high
1157,5.1,0.51,0.18,0.042,101.0,0.9924,0.87,high
1158,6.7,0.41,0.43,0.076,54.0,0.99572,1.16,low
1159,10.2,0.41,0.43,0.11,37.0,0.99728,0.67,low
1160,10.6,0.36,0.57,0.087,20.0,0.99676,0.72,high
1161,8.8,0.45,0.43,0.076,21.0,0.99551,0.75,low
1162,8.5,0.32,0.42,0.075,19.0,0.99434,0.71,high
1163,9.0,0.785,0.24,0.078,21.0,0.99692,0.67,low
1164,9.0,0.785,0.24,0.078,21.0,0.99692,0.67,low
1165,8.5,0.44,0.5,0.369,38.0,0.99634,1.1,low
1166,9.9,0.54,0.26,0.111,60.0,0.99709,0.98,low
1167,8.2,0.33,0.39,0.07400000000000001,48.0,0.99528,0.88,high
1168,6.5,0.34,0.27,0.067,44.0,0.99384,0.56,low
1169,7.6,0.5,0.29,0.086,14.0,0.99502,0.62,low
1170,9.2,0.36,0.34,0.062,12.0,0.99667,0.67,low
1171,7.1,0.59,0.0,0.078,44.0,0.99522,0.68,low
1172,9.7,0.42,0.46,0.07400000000000001,16.0,0.99649,0.74,low
1173,7.6,0.36,0.31,0.079,65.0,0.99716,0.62,low
1174,7.6,0.36,0.31,0.079,65.0,0.99716,0.62,low
1175,6.5,0.61,0.0,0.095,59.0,0.99541,0.7,low
1176,6.5,0.88,0.03,0.079,47.0,0.99572,0.5,low
1177,7.1,0.66,0.0,0.052000000000000005,11.0,0.99318,0.66,high
1178,5.6,0.915,0.0,0.041,78.0,0.99346,0.73,low
1179,8.2,0.35,0.33,0.076,47.0,0.99599,0.81,low
1180,8.2,0.35,0.33,0.076,47.0,0.99599,0.81,low
1181,9.8,0.39,0.43,0.068,11.0,0.99478,0.46,low
1182,10.2,0.4,0.4,0.068,54.0,0.99754,0.86,low
1183,6.8,0.66,0.07,0.07,61.0,0.99572,0.6,low
1184,6.7,0.64,0.23,0.08,119.0,0.99538,0.7,low
1185,7.0,0.43,0.3,0.085,39.0,0.99346,0.46,low
1186,6.6,0.8,0.03,0.079,12.0,0.9963,0.5,low
1187,7.0,0.43,0.3,0.085,39.0,0.99346,0.46,low
1188,6.7,0.64,0.23,0.08,119.0,0.99538,0.7,low
1189,8.8,0.955,0.05,0.075,19.0,0.99616,0.44,low
1190,9.1,0.4,0.57,0.08,20.0,0.99652,0.57,low
1191,6.5,0.885,0.0,0.166,12.0,0.99551,0.51,low
1192,7.2,0.25,0.37,0.063,41.0,0.99439,0.8,high
1193,6.4,0.885,0.0,0.166,12.0,0.99551,0.51,low
1194,7.0,0.745,0.12,0.114,64.0,0.99588,0.59,low
1195,6.2,0.43,0.22,0.078,56.0,0.99633,0.6,low
1196,7.9,0.58,0.23,0.076,94.0,0.99686,0.58,low
1197,7.7,0.57,0.21,0.069,9.0,0.99458,0.54,low
1198,7.7,0.26,0.26,0.052000000000000005,77.0,0.9951,0.79,low
1199,7.9,0.58,0.23,0.076,94.0,0.99686,0.58,low
1200,7.7,0.57,0.21,0.069,9.0,0.99458,0.54,low
1201,7.9,0.34,0.36,0.065,10.0,0.99419,0.54,high
1202,8.6,0.42,0.39,0.068,12.0,0.99516,0.69,high
1203,9.9,0.74,0.19,0.111,76.0,0.99878,0.55,low
1204,7.2,0.36,0.46,0.07400000000000001,44.0,0.99534,0.85,high
1205,7.2,0.36,0.46,0.07400000000000001,44.0,0.99534,0.85,high
1206,7.2,0.36,0.46,0.07400000000000001,44.0,0.99534,0.85,high
1207,9.9,0.72,0.55,0.136,52.0,0.99752,0.94,low
1208,7.2,0.36,0.46,0.07400000000000001,44.0,0.99534,0.85,high
1209,6.2,0.39,0.43,0.071,24.0,0.99428,0.87,high
1210,6.8,0.65,0.02,0.078,15.0,0.99498,0.62,low
1211,6.6,0.44,0.15,0.076,53.0,0.9957,0.62,low
1212,6.8,0.65,0.02,0.078,15.0,0.99498,0.62,low
1213,9.6,0.38,0.42,0.071,13.0,0.99659,0.75,low
1214,10.2,0.33,0.46,0.081,9.0,0.99628,0.48,low
1215,8.8,0.27,0.46,0.095,29.0,0.99488,0.56,low
1216,7.9,0.57,0.31,0.079,79.0,0.99677,0.69,low
1217,8.2,0.34,0.37,0.057,74.0,0.99408,0.81,low
1218,8.2,0.4,0.31,0.08199999999999999,24.0,0.996,0.69,low
1219,9.0,0.39,0.4,0.044,50.0,0.99478,0.83,low
1220,10.9,0.32,0.52,0.132,44.0,0.99734,0.77,low
1221,10.9,0.32,0.52,0.132,44.0,0.99734,0.77,low
1222,8.1,0.53,0.22,0.078,89.0,0.99678,0.46,low
1223,10.5,0.36,0.47,0.07400000000000001,23.0,0.99638,0.76,low
1224,12.6,0.39,0.49,0.08,20.0,0.9992,0.82,low
1225,9.2,0.46,0.23,0.091,77.0,0.99922,0.51,low
1226,7.5,0.58,0.03,0.08,46.0,0.99592,0.47,low
1227,9.0,0.58,0.25,0.104,21.0,0.99769,0.72,low
1228,5.1,0.42,0.0,0.044,88.0,0.99157,0.73,high
1229,7.6,0.43,0.29,0.075,66.0,0.99718,0.64,low
1230,7.7,0.18,0.34,0.066,58.0,0.9947,0.78,low
1231,7.8,0.815,0.01,0.07400000000000001,90.0,0.99621,0.62,low
1232,7.6,0.43,0.29,0.075,66.0,0.99718,0.64,low
1233,10.2,0.23,0.37,0.057,36.0,0.99614,0.49,low
1234,7.1,0.75,0.01,0.059,18.0,0.99242,0.4,low
